"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Subclasses","Text","At Higher Levels"
"Unraveling Whisper","TCM'24","133","2nd","Action","1 round","Enchantment","30 feet","V, S","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","Choose a creature you can see within range and whisper a frightful phrase that only the target can hear. The target must make a Wisdom saving throw. On a failed save, the target takes 2d6 Psychic damage and has the Frightened condition until the start of your next turn. On a successful save, the target takes half as much damage only.

While Frightened in this way, the creature has Vulnerability to your choice of Bludgeoning, Piercing, or Slashing damage.","Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2."
"Vampiric Touch","PHB'24","337","3rd","Action","Concentration, up to 1 minute","Necromancy","Self","V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Crimson (TCM'14) Sorcerer, Crimson (TCM'14) Sorcerer, Crimson (TCM'24) Sorcerer, Death (DMG'14) Cleric, Death (DMG'14) Cleric, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Grave (RHW) Cleric, Grave (XGE) Cleric, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer, Ambition (PSA) (PSA) Cleric, Ambition (PSA) (PSA) Cleric","The touch of your shadow-wreathed hand can siphon life force from others to heal your wounds. Make a melee spell attack against one creature within reach. On a hit, the target takes 3d6 Necrotic damage, and you regain Hit Points equal to half the amount of Necrotic damage dealt.

Until the spell ends, you can make the attack again on each of your turns as a Magic action, targeting the same creature or a different one.","Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 3."
"Veil of the Reaper","TCM'24","133","2nd","Bonus","Concentration, up to 1 minute","Illusion","Self","V, S, M (a dried corn husk or wheat straw)","Ranger (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","You wrap yourself in shadows that veil you between strikes. At the end of any turn in which you hit a creature with an attack roll, you gain the Invisible condition until the start of your next turn.",""
"Vitriolic Sphere","PHB'24","337","4th","Action","Instantaneous","Evocation","150 feet","V, S, M (a drop of bile)","Sorcerer (PHB'24), Wizard (PHB'24)","","Alchemist (EFA) Artificer, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard","You point at a location within range, and a glowing, 1-foot-diameter ball of acid streaks there and explodes in a 20-foot-radius Sphere. Each creature in that area makes a Dexterity saving throw. On a failed save, a creature takes 10d4 Acid damage and another 5d4 Acid damage at the end of its next turn. On a successful save, a creature takes half the initial damage only.","Using a Higher-Level Spell Slot. The initial damage increases by 2d4 for each spell slot level above 4."
"Voorish Sign","CBT","0","3rd","Bonus","Instantaneous","Abjuration","120 feet","S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","You have mastered the Voorish sign, a sigil from an ancient era said to predate the world's creation. Choose a creature that you can see within range. When you would normally roll one or more dice to deal damage to that creature with a spell, don't roll those dice for the damage; instead use the highest number possible for each die. In addition, you can choose a spell of level 5 or lower that you can cast, that has a casting time of an action. You can cast that spell as part of casting Voorish Sign, expending spell slots for both.",""
"Vortex Warp","SCC","38","2nd","Action","Instantaneous","Conjuration","90 feet","V, S","Artificer (TCE), Artificer (EFA), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You magically twist space around another creature you can see within range. The target must succeed on a Constitution saving throw (the target can choose to fail), or the target is teleported to an unoccupied space of your choice that you can see within range. The chosen space must be on a surface or in a liquid that can support the target without the target having to squeeze.","At Higher Levels. When you cast this spell using a spell slot of 3rd level or higher, the range of the spell increases by 30 feet for each slot level above 2nd."
"Wall of Fire","PHB'24","338","4th","Action","Concentration, up to 1 minute","Evocation","120 feet","V, S, M (a piece of charcoal)","Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Artillerist (TCE) Artificer, Artillerist (EFA) Artificer, Celestial (PHB'24) Warlock, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard, Fiend (PHB'24) Warlock, Forge (XGE) Cleric, Forge (XGE) Cleric, Light (PHB'14) Cleric, Light (PHB'24) Cleric, Spellfire (FRHoF) Sorcerer, Celestial (XGE) Warlock, Fiend (PHB'14) Warlock","You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and 1 foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall is opaque and lasts for the duration.

When the wall appears, each creature in its area makes a Dexterity saving throw, taking 5d8 Fire damage on a failed save or half as much damage on a successful one.

One side of the wall, selected by you when you cast this spell, deals 5d8 Fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side of the wall deals no damage.","Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 4."
"Wall of Light","XGE","170","5th","Action","Concentration, up to 10 minutes","Evocation","120 feet","V, S, M (a hand mirror)","","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Evoker (PHB'24) Wizard","A shimmering wall of bright light appears at a point you choose within range. The wall appears in any orientation you choose: horizontally, vertically, or diagonally. It can be free floating, or it can rest on a solid surface. The wall can be up to 60 feet long, 10 feet high, and 5 feet thick. The wall blocks line of sight, but creatures and objects can pass through it. It emits bright light out to 120 feet and dim light for an additional 120 feet.

When the wall appears, each creature in its area must make a Constitution saving throw. On a failed save, a creature takes 4d8 radiant damage, and it is blinded for 1 minute. On a successful save, it takes half as much damage and isn't blinded. A blinded creature can make a Constitution saving throw at the end of each of its turns, ending the effect on itself on a success.

A creature that ends its turn in the wall's area takes 4d8 radiant damage.

Until the spell ends, you can use an action to launch a beam of radiance from the wall at one creature you can see within 60 feet of it. Make a ranged spell attack. On a hit, the target takes 4d8 radiant damage. Whether you hit or miss, reduce the length of the wall by 10 feet. If the wall's length drops to 0 feet, the spell ends.","At Higher Levels. When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d8 for each slot level above 5th."
"Wall of Stone","PHB'24","339","5th","Action","Concentration, up to 10 minutes","Evocation","120 feet","V, S, M (a cube of granite)","Artificer (EFA), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Land (Desert) (PHB'14) Druid, Land (Mountain) (PHB'14) Druid, Land (Arid Land) (PHB'24) Druid, Evoker (PHB'24) Wizard, Genie (Dao) (TCE) Warlock, Genie (Dao) (TCE) Warlock","A nonmagical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with another panel. Alternatively, you can create 10-foot-by-20-foot panels that are only 3 inches thick.

If the wall cuts through a creature's space when it appears, the creature is pushed to one side of the wall (you choose which side). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface), that creature can make a Dexterity saving throw. On a success, it can use its Reaction to move up to its Speed so that it is no longer enclosed by the wall.

The wall can have any shape you desire, though it can't occupy the same space as a creature or object. The wall doesn't need to be vertical or rest on a firm foundation. It must, however, merge with and be solidly supported by existing stone. Thus, you can use this spell to bridge a chasm or create a ramp.

If you create a span greater than 20 feet in length, you must halve the size of each panel to create supports. You can crudely shape the wall to create battlements and the like.

The wall is an object made of stone that can be damaged and thus breached. Each panel has AC 15 and 30 Hit Points per inch of thickness, and it has Immunity to Poison and Psychic damage. Reducing a panel to 0 Hit Points destroys it and might cause connected panels to collapse at the DM's discretion.

If you maintain your Concentration on this spell for its full duration, the wall becomes permanent and can't be dispelled. Otherwise, the wall disappears when the spell ends.",""
"Wall of Water","XGE","170","3rd","Action","Concentration, up to 10 minutes","Evocation","60 feet","V, S, M (a drop of water)","","Druid (PHB'14), Druid (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard","You create a wall of water on the ground at a point you can see within range. You can make the wall up to 30 feet long, 10 feet high, and 1 foot thick, or you can make a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. The wall vanishes when the spell ends. The wall's space is difficult terrain.

Any ranged weapon attack that enters the wall's space has disadvantage on the attack roll, and fire damage is halved if the fire effect passes through the wall to reach its target. Spells that deal cold damage that pass through the wall cause the area of the wall they pass through to freeze solid (at least a 5-foot-square section is frozen). Each 5-foot-square frozen section has AC 5 and 15 hit points. Reducing a frozen section to 0 hit points destroys it. When a section is destroyed, the wall's water doesn't fill it.",""
"Warding Wind","XGE","170","2nd","Action","Concentration, up to 10 minutes","Evocation","Self","V","","Bard (PHB'14), Bard (PHB'24), Druid (PHB'14), Druid (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard","A strong wind (20 miles per hour) blows around you in a 10-foot radius and moves with you, remaining centered on you. The wind lasts for the spell's duration.

The wind has the following effects:

It deafens you and other creatures in its area.It extinguishes unprotected flames in its area that are torch-sized or smaller.It hedges out vapor, gas, and fog that can be dispersed by strong wind.The area is difficult terrain for creatures other than you.The attack rolls of ranged weapon attacks have disadvantage if the attacks pass in or out of the wind.",""
